,ID,Program.Code,From.Grade,To.Grade,Group.State,Is.Non.Annual.,Days,Travel.Type,Departure.Date,Return.Date,Deposit.Date,Special.Pay,Tuition,FRP.Active,FRP.Cancelled,FRP.Take.up.percent.,Early.RPL,Latest.RPL,Cancelled.Pax,Total.Discount.Pax,Initial.System.Date,Poverty.Code,Region,CRM.Segment,School.Type,Parent.Meeting.Flag,MDR.Low.Grade,MDR.High.Grade,Total.School.Enrollment,Income.Level,EZ.Pay.Take.Up.Rate,School.Sponsor,SPR.Product.Type,SPR.New.Existing,FPP,Total.Pax,SPR.Group.Revenue,NumberOfMeetingswithParents,FirstMeeting,LastMeeting,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeTypeLow,SchoolGradeTypeHigh,SchoolGradeType,DepartureMonth,GroupGradeTypeLow,GroupGradeTypeHigh,GroupGradeType,MajorProgramCode,SingleGradeTripFlag,FPP.to.School.enrollment,FPP.to.PAX,Num.of.Non_FPP.PAX,SchoolSizeIndicator,Retained.in.2012.,NPS 2011,NPS 2010,NPS 2009,NPS 2008,>= 3 FPP Date,>= 10 FPP Date,>= 20 FPP Date,>= 35 FPP Date,From.Grade_surrogate,To.Grade_surrogate,Special.Pay_surrogate,Early.RPL_surrogate,Latest.RPL_surrogate,Initial.System.Date_surrogate,Poverty.Code_surrogate,CRM.Segment_surrogate,MDR.Low.Grade_surrogate,MDR.High.Grade_surrogate,Total.School.Enrollment_surrogate,Income.Level_surrogate,FirstMeeting_surrogate,LastMeeting_surrogate,DifferenceTraveltoFirstMeeting_surrogate,DifferenceTraveltoLastMeeting_surrogate,FPP.to.School.enrollment_surrogate,SchoolSizeIndicator_surrogate,NPS 2011_surrogate,NPS 2010_surrogate,NPS 2009_surrogate,NPS 2008_surrogate,>= 3 FPP Date_surrogate,>= 10 FPP Date_surrogate,>= 20 FPP Date_surrogate,>= 35 FPP Date_surrogate
36,37,HD,8.0,8.0,IN,0,3,A,2011-02-19,2011-02-21,2010-10-20,FIXED_NA,1174,37,3,0.804,2010-03-03,2010-08-10,3,3,2010-03-02,A,Other,10.0,PUBLIC,1,7,8.0,966.0,P,0.28300000000000003,0,East Coast,EXISTING,46,49,1174,1,2010-08-17,2010-08-17,186.0,186.0,Middle,Middle,Middle->Middle,February,Middle,Middle,Middle->Middle,H,1,0.047619048,0.93877551,3,L,1,10.0,10.0,10.0,10.0,2010-04-16,2010-05-23,2010-06-01,2010-09-20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,38,SM,6.0,8.0,CA,0,5,A,2011-02-19,2011-02-23,2010-10-15,FIXED_NA,2202,21,1,0.84,2010-04-05,2010-08-17,1,2,2010-04-02,FIXED_NA,Northern California,4.0,Private non-Christian,1,PK,8.0,321.0,Q,0.36,0,Science,NEW,25,27,2202,1,2010-08-31,2010-08-31,172.0,172.0,Middle,Middle,Middle->Middle,February,PK,Middle,PK->Middle,S,0,0.07788162,0.9259259259999999,2,S,1,10.0,0.0,0.0,0.0,2010-05-17,2010-05-24,2010-06-01,1900-01-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
38,39,HC,8.0,8.0,CA,0,6,A,2011-02-19,2011-02-24,2010-10-15,FIXED_NA,2631,97,30,0.669,2010-02-04,2010-09-01,37,14,2010-01-19,B,Southern California,5.0,PUBLIC,1,7,12.0,2393.0,Q,0.2,0,East Coast,EXISTING,145,159,2631,2,2010-05-11,2010-10-07,284.0,135.0,Middle,Middle,Middle->Middle,February,Middle,High,Middle->High,H,1,0.060593397,0.9119496859999999,14,L,1,10.0,10.0,0.0,8.0,2010-05-07,2010-06-15,2010-06-15,2010-05-19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
39,40,HD,8.0,8.0,CA,0,5,A,2011-02-19,2011-02-24,2010-10-15,FIXED_NA,2049,43,3,0.606,2010-02-25,2010-08-24,5,9,2010-02-24,A,Northern California,5.0,PUBLIC,1,6,8.0,783.0,Q,0.268,1,East Coast,EXISTING,71,80,2049,1,2010-09-09,2010-09-09,163.0,163.0,Middle,Middle,Middle->Middle,February,Middle,Middle,Middle->Middle,H,1,0.090676884,0.8875,9,M-L,1,9.0,8.0,0.0,8.0,2010-03-13,2010-03-18,2010-03-25,2010-05-19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40,41,HD,8.0,8.0,CA,0,6,A,2011-02-19,2011-02-24,2010-10-15,FIXED_NA,2469,14,2,0.778,2010-03-10,2010-08-31,2,1,2010-03-10,FIXED_NA,Northern California,7.0,PUBLIC,1,FIXED_NA,0.0,0.0,FIXED_NA,0.0,0,East Coast,EXISTING,18,19,2469,2,2010-05-21,2010-10-05,274.0,137.0,Middle,Middle,Middle->Middle,February,Undefined,Undefined,Undefined->Undefined,H,1,0.0,0.947368421,1,FIXED_NA,1,9.0,9.0,6.0,9.0,2010-09-30,2010-10-13,1900-01-01,1900-01-01,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1
41,42,HC,8.0,8.0,CA,0,6,A,2011-02-19,2011-02-25,2010-10-15,FIXED_NA,2366,36,4,0.75,2010-02-08,2010-08-23,3,3,2010-01-30,B,Northern California,5.0,PUBLIC,1,6,8.0,700.0,Other.Income.Level,0.146,0,East Coast,EXISTING,48,51,2366,2,2010-03-10,2010-09-02,346.0,170.0,Middle,Middle,Middle->Middle,February,Middle,Middle,Middle->Middle,H,1,0.068571429,0.9411764709999999,3,M-L,1,10.0,10.0,10.0,10.0,2010-03-03,2010-03-13,2010-04-08,2010-09-04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,43,HC,8.0,8.0,CA,1,6,A,2011-02-20,2011-02-25,2010-10-25,FIXED_NA,2559,37,8,0.617,2010-05-07,2010-08-19,11,7,2010-05-07,A,Northern California,5.0,PUBLIC,1,6,8.0,700.0,Q,0.233,0,East Coast,EXISTING,60,67,2559,1,2010-10-01,2010-10-01,142.0,142.0,Middle,Middle,Middle->Middle,February,Middle,Middle,Middle->Middle,H,1,0.085714286,0.895522388,7,M-L,0,0.0,9.0,0.0,0.0,2010-05-25,2010-05-25,2010-05-27,2010-05-29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
43,44,HC,8.0,8.0,CA,0,6,A,2011-02-20,2011-02-25,2010-09-30,FIXED_NA,2907,18,3,0.667,2010-01-28,2010-09-02,5,3,2010-01-27,A,Northern California,4.0,PUBLIC,1,3,5.0,430.0,Q,0.222,0,East Coast,EXISTING,27,30,2907,2,2010-05-17,2010-09-14,279.0,159.0,Middle,Middle,Middle->Middle,February,Elementary,Elementary,Other.GroupGradeType,H,1,0.06279069799999999,0.9,3,S-M,1,10.0,9.0,10.0,10.0,2010-05-18,2010-05-19,2010-06-17,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,45,HC,7.0,8.0,CA,0,7,A,2011-02-20,2011-02-26,2010-10-05,FIXED_NA,2949,31,1,0.775,2010-03-04,2010-08-24,0,4,2010-03-03,FIXED_NA,Southern California,5.0,Private non-Christian,1,K,8.0,562.0,P,0.175,0,East Coast,EXISTING,40,44,2949,2,2010-09-30,2011-01-13,143.0,38.0,Middle,Middle,Middle->Middle,February,K,Middle,K->Middle,H,0,0.071174377,0.9090909090000001,4,S-M,1,10.0,10.0,10.0,9.0,2010-03-15,2010-04-19,2010-05-11,2010-06-24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,46,CD,8.0,8.0,TX,0,5,A,2011-02-21,2011-02-25,2010-10-15,FR,1399,25,0,0.758,2010-03-26,2010-08-26,0,2,2010-03-26,FIXED_NA,Dallas,10.0,CHD,1,PK,12.0,522.0,L,0.273,0,East Coast,EXISTING,33,35,1399,1,2010-04-13,2010-04-13,314.0,314.0,Middle,Middle,Middle->Middle,February,PK,High,PK->High,C,1,0.063218391,0.942857143,2,S-M,1,8.0,9.0,8.0,7.0,2010-05-10,2010-05-28,2010-07-08,1900-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,47,HN,0.0,0.0,OH,0,4,B,2011-02-21,2011-02-25,2010-11-10,FIXED_NA,1190,19,3,0.826,1900-01-01,2010-09-21,2,3,2010-09-20,A,Other,Other.CRM.Segment,PUBLIC,0,9,12.0,364.0,M,0.174,0,East Coast,NEW,23,26,1190,0,1900-01-01,1900-01-01,0.0,0.0,Undefined,Undefined,Undefined->Undefined,February,High,High,High->High,H,0,0.063186813,0.884615385,3,S-M,0,10.0,0.0,0.0,0.0,2010-11-06,2010-11-08,2010-11-09,1900-01-01,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1
47,48,HD,8.0,8.0,OH,0,3,A,2011-02-22,2011-02-24,2010-06-01,SA,935,4,0,0.121,2010-05-25,2010-05-25,2,3,2010-05-05,A,Other,10.0,PUBLIC,1,7,8.0,351.0,M,0.0,0,East Coast,EXISTING,33,36,935,1,2011-09-14,2011-09-14,-204.0,-204.0,Middle,Middle,Middle->Middle,February,Middle,Middle,Middle->Middle,H,1,0.09401709400000001,0.916666667,3,S-M,1,10.0,10.0,0.0,10.0,2010-06-15,2010-06-15,2010-06-15,1900-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
48,49,HD,8.0,8.0,CA,0,5,A,2011-02-22,2011-02-26,2010-10-22,FIXED_NA,2077,2,3,0.5,2010-05-19,2010-09-03,3,1,2010-05-12,A,Northern California,5.0,PUBLIC,1,6,8.0,1306.0,Q,0.0,0,East Coast,EXISTING,4,5,2077,2,2010-09-14,2010-09-30,161.0,145.0,Middle,Middle,Middle->Middle,February,Middle,Middle,Middle->Middle,H,1,0.003062787,0.8,1,L,1,10.0,0.0,0.0,0.0,2010-10-18,1900-01-01,1900-01-01,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1
49,50,HD,8.0,8.0,CA,0,5,A,2011-02-22,2011-02-26,2010-10-22,FIXED_NA,2077,8,6,0.727,2010-05-19,2010-09-03,4,1,2010-05-12,A,Northern California,5.0,PUBLIC,1,6,8.0,1008.0,Q,0.273,0,East Coast,EXISTING,11,12,2077,1,2010-09-30,2010-09-30,145.0,145.0,Middle,Middle,Middle->Middle,February,Middle,Middle,Middle->Middle,H,1,0.010912698,0.916666667,1,L,0,0.0,7.0,10.0,7.0,2010-10-21,2010-11-08,1900-01-01,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
50,51,HS,4.0,4.0,CA,0,3,A,2011-02-23,2011-02-25,2010-09-24,FIXED_NA,874,9,0,0.563,2010-04-05,2010-08-24,0,1,2010-03-03,FIXED_NA,Southern California,5.0,Private non-Christian,0,PK,8.0,652.0,O,0.125,1,CA History,EXISTING,16,17,874,0,1900-01-01,1900-01-01,0.0,0.0,Elementary,Elementary,Elementary->Elementary,February,PK,Middle,PK->Middle,H,1,0.024539877,0.9411764709999999,1,M-L,1,10.0,10.0,9.0,9.0,2010-04-13,2010-09-06,1900-01-01,1900-01-01,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1
51,52,HD,8.0,8.0,WI,0,4,A,2011-02-23,2011-02-26,2010-10-05,FIXED_NA,1138,70,7,0.636,2010-04-20,2010-08-19,10,13,2010-03-09,A,Other,4.0,PUBLIC,1,3,6.0,240.0,M,0.355,0,East Coast,EXISTING,110,123,1138,1,2010-09-28,2010-09-28,148.0,148.0,Middle,Middle,Middle->Middle,February,Elementary,Middle,Elementary->Middle,H,1,0.45833333299999995,0.894308943,13,S,1,10.0,10.0,10.0,10.0,2010-05-04,2010-05-12,2010-05-19,2010-05-26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,53,HD,8.0,8.0,FL,0,4,A,2011-02-23,2011-02-26,2010-11-01,FIXED_NA,1310,43,0,0.573,2010-02-11,2010-08-04,0,7,2010-02-10,FIXED_NA,Other,5.0,Private non-Christian,0,PK,12.0,850.0,L,0.147,0,East Coast,EXISTING,75,82,1310,0,1900-01-01,1900-01-01,0.0,0.0,Middle,Middle,Middle->Middle,February,PK,High,PK->High,H,1,0.088235294,0.9146341459999999,7,L,1,9.0,8.0,0.0,0.0,2010-09-02,2010-09-18,2010-10-06,2010-10-25,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0
53,54,HD,8.0,8.0,TX,0,4,A,2011-02-24,2011-02-27,2010-10-08,FIXED_NA,1550,44,6,0.898,2010-04-01,2010-08-11,7,2,2010-03-20,C,Houston,10.0,PUBLIC,1,7,8.0,880.0,E,0.38799999999999996,0,East Coast,EXISTING,49,51,1550,1,2010-09-15,2010-09-15,162.0,162.0,Middle,Middle,Middle->Middle,February,Middle,Middle,Middle->Middle,H,1,0.055681818,0.9607843140000001,2,L,1,10.0,10.0,10.0,10.0,2010-05-12,2010-05-12,2010-05-14,2010-05-19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,55,HD,8.0,8.0,IL,0,4,A,2011-02-24,2011-02-27,2010-10-01,FIXED_NA,1149,20,2,0.87,2010-03-26,2010-08-26,3,4,2010-03-26,FIXED_NA,Other,5.0,Catholic,1,PK,8.0,650.0,Q,0.217,0,East Coast,NEW,23,27,1149,2,2010-04-13,2010-09-23,317.0,154.0,Middle,Middle,Middle->Middle,February,PK,Middle,PK->Middle,H,1,0.035384615,0.851851852,4,M-L,1,9.0,0.0,0.0,0.0,2010-04-25,2010-06-07,2010-06-07,1900-01-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
55,56,SG,7.0,0.0,MO,0,3,A,2011-02-26,2011-02-28,2010-11-15,FIXED_NA,1188,11,6,0.846,1900-01-01,2010-09-23,6,1,2010-09-23,A,Other,6.0,PUBLIC,1,6,7.0,565.0,O,0.0,0,Science,NEW,13,14,1188,1,2010-10-14,2010-10-14,135.0,135.0,Middle,Undefined,Middle->Undefined,February,Middle,Middle,Middle->Middle,S,0,0.02300885,0.9285714290000001,1,S-M,1,10.0,0.0,0.0,0.0,2010-10-14,2010-10-31,1900-01-01,1900-01-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1
56,57,CD,11.0,12.0,AZ,0,6,A,2011-02-26,2011-03-04,2010-10-01,FIXED_NA,2154,4,2,0.5,2010-02-18,2010-08-30,2,1,2010-02-18,FIXED_NA,Other,5.0,CHD,1,PK,12.0,1325.0,K,0.25,1,East Coast,EXISTING,8,9,2154,1,2010-08-26,2010-08-26,184.0,184.0,High,High,High->High,February,PK,High,PK->High,C,0,0.006037736,0.8888888890000001,1,L,1,0.0,0.0,10.0,0.0,2010-05-31,1900-01-01,1900-01-01,1900-01-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1
57,58,CD,8.0,8.0,ID,0,5,A,2011-02-28,2011-03-04,2010-10-01,FR,1684,11,2,0.579,2010-03-18,2010-09-01,2,1,2010-03-17,FIXED_NA,Other,5.0,CHD,1,PK,8.0,412.0,H,0.368,1,East Coast,EXISTING,19,20,1684,1,2010-08-23,2010-08-23,189.0,189.0,Middle,Middle,Middle->Middle,February,PK,Middle,PK->Middle,C,1,0.046116505,0.95,1,S-M,1,9.0,10.0,10.0,0.0,2010-05-21,2010-05-30,1900-01-01,1900-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
58,59,HD,8.0,8.0,TN,0,4,A,2011-03-01,2011-03-04,2010-11-12,FR,1163,46,3,0.6970000000000001,2010-02-15,2010-08-12,3,7,2010-02-16,FIXED_NA,Other,10.0,CHD,1,PK,12.0,750.0,K,0.136,0,East Coast,EXISTING,66,73,1163,1,2010-08-17,2010-08-17,196.0,196.0,Middle,Middle,Middle->Middle,March,PK,High,PK->High,H,1,0.08800000000000001,0.904109589,7,M-L,1,10.0,10.0,10.0,10.0,2010-04-25,2010-05-23,2010-05-26,2010-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,60,HD,9.0,9.0,WI,0,5,A,2011-03-01,2011-03-05,2010-10-28,CP,1321,37,4,0.638,2010-03-29,2010-09-03,7,4,2010-03-23,B,Other,10.0,PUBLIC,1,7,9.0,824.0,G,0.31,0,East Coast,EXISTING,58,62,1321,1,2010-09-08,2010-09-08,174.0,174.0,High,High,High->High,March,Middle,High,Middle->High,H,1,0.07038835,0.935483871,4,L,1,10.0,10.0,9.0,0.0,2010-04-19,2010-05-10,2010-05-25,2010-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60,61,HG,4.0,4.0,CA,1,3,A,2011-03-02,2011-03-04,2010-10-15,SA,808,0,0,0.0,1900-01-01,2010-09-24,1,1,2010-01-16,FIXED_NA,Southern California,4.0,Private non-Christian,0,PK,6.0,230.0,O,0.0,1,CA History,EXISTING,45,46,808,0,1900-01-01,1900-01-01,0.0,0.0,Elementary,Elementary,Elementary->Elementary,March,PK,Middle,PK->Middle,H,1,0.19565217399999998,0.97826087,1,S,0,0.0,0.0,9.0,0.0,2011-01-03,2011-01-03,2011-01-03,2011-01-03,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0
61,62,HD,8.0,8.0,KS,0,3,A,2011-03-02,2011-03-05,2010-10-15,FIXED_NA,1460,38,1,0.5760000000000001,2010-04-14,2010-08-26,2,4,2010-04-14,FIXED_NA,Other,5.0,Private non-Christian,1,PK,12.0,1023.0,Z,0.16699999999999998,0,East Coast,EXISTING,66,70,1460,1,2010-09-20,2010-09-20,163.0,163.0,Middle,Middle,Middle->Middle,March,PK,High,PK->High,H,1,0.064516129,0.942857143,4,L,1,10.0,10.0,10.0,10.0,2010-04-28,2010-05-07,2010-05-24,2010-10-14,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,63,HC,9.0,12.0,AL,0,4,A,2011-03-03,2011-03-06,2011-01-22,CP,1589,2,3,0.16699999999999998,1900-01-01,2010-09-23,4,1,2010-09-22,C,Other,8.0,PUBLIC,1,9,12.0,1688.0,G,0.0,0,East Coast,NEW,12,13,1589,1,2010-10-07,2010-10-07,147.0,147.0,High,High,High->High,March,High,High,High->High,H,0,0.007109005,0.923076923,1,L,0,10.0,0.0,0.0,0.0,2010-10-18,2010-11-03,1900-01-01,1900-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1
63,64,HD,7.0,8.0,MN,1,4,A,2011-03-03,2011-03-06,2010-10-29,FIXED_NA,1477,12,1,0.5710000000000001,2010-01-22,2010-01-22,2,1,2010-01-14,FIXED_NA,Other,10.0,Catholic,1,PK,8.0,200.0,N,0.14300000000000002,0,East Coast,EXISTING,21,22,1477,1,2010-02-04,2010-02-04,392.0,392.0,Middle,Middle,Middle->Middle,March,PK,Middle,PK->Middle,H,0,0.105,0.954545455,1,S,0,10.0,0.0,10.0,0.0,2010-02-28,2010-03-17,2010-11-05,1900-01-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
64,65,HD,8.0,8.0,Other.Group.State,0,3,B,2011-03-03,2011-03-07,2010-10-22,FIXED_NA,851,50,1,0.746,1900-01-01,2010-08-24,1,4,2010-05-21,FIXED_NA,Other,10.0,Private non-Christian,1,PK,12.0,1555.0,Z,0.149,0,East Coast,EXISTING,67,71,851,1,2010-09-03,2010-09-03,181.0,181.0,Middle,Middle,Middle->Middle,March,PK,High,PK->High,H,1,0.043086817,0.943661972,4,L,1,10.0,9.0,10.0,10.0,2010-09-03,2010-09-03,2010-09-04,2010-09-08,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,66,HC,5.0,6.0,AL,1,5,A,2011-03-03,2011-03-07,2010-11-06,FIXED_NA,1813,36,8,0.72,2010-05-07,2010-05-07,8,3,2009-08-31,C,Other,4.0,PUBLIC,1,PK,5.0,400.0,C,0.28,0,East Coast,EXISTING,50,53,1813,2,2010-08-19,2010-11-02,196.0,121.0,Elementary,Middle,Elementary->Middle,March,PK,Elementary,PK->Elementary,H,0,0.125,0.943396226,3,S-M,0,10.0,0.0,0.0,0.0,2009-09-16,2009-10-08,2010-01-25,2010-08-31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
66,67,Other.Program.Code,4.0,4.0,CA,0,1,B,2011-03-04,2011-03-04,2010-10-15,SA,149,0,0,0.0,2010-05-19,2010-05-19,1,1,2010-03-31,FIXED_NA,Southern California,4.0,Private non-Christian,0,K,6.0,280.0,Q,0.0,1,CA History,EXISTING,25,26,149,0,1900-01-01,1900-01-01,0.0,0.0,Elementary,Elementary,Elementary->Elementary,March,K,Middle,K->Middle,H,1,0.089285714,0.961538462,1,S,1,2.0,9.0,10.0,9.0,2010-10-22,2010-10-22,2010-10-22,1900-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
67,68,HD,8.0,8.0,NY,0,3,A,2011-03-04,2011-03-06,2010-11-01,FR,987,94,10,0.6859999999999999,2010-03-15,2010-08-12,10,13,2010-02-27,A,Other,5.0,PUBLIC,1,6,8.0,1232.0,O,0.21899999999999997,0,East Coast,EXISTING,137,150,987,1,2011-01-31,2011-01-31,32.0,32.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.111201299,0.913333333,13,L,1,9.0,8.0,8.0,10.0,2010-03-31,2010-04-09,2010-05-09,2010-05-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,69,HD,7.0,7.0,IL,0,3,A,2011-03-04,2011-03-07,2010-10-05,FIXED_NA,1040,65,6,0.7070000000000001,2010-02-25,2010-08-20,5,10,2010-02-25,B,Other,10.0,PUBLIC,1,7,8.0,478.0,L,0.196,0,East Coast,EXISTING,92,102,1040,1,2010-09-23,2010-09-23,162.0,162.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.19246861899999998,0.901960784,10,S-M,1,10.0,8.0,8.0,9.0,2010-04-16,2010-04-16,2010-03-30,2010-04-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,70,HD,8.0,8.0,KY,0,5,B,2011-03-04,2011-03-09,2010-09-30,FIXED_NA,899,34,5,0.642,2010-04-26,2010-08-19,8,4,2010-04-27,C,Other,2.0,PUBLIC,1,6,8.0,669.0,E,0.17,0,East Coast,EXISTING,53,57,899,2,2010-05-11,2010-09-07,297.0,178.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.07922272,0.929824561,4,M-L,1,10.0,10.0,0.0,0.0,2010-05-18,2010-05-26,2010-06-01,2010-06-16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
70,71,SG,8.0,8.0,OR,0,8,A,2011-03-04,2011-03-11,2010-10-01,FIXED_NA,2048,16,6,0.24600000000000002,2010-03-01,2010-08-20,7,8,2010-02-19,B,Pacific Northwest,7.0,PUBLIC,1,6,8.0,495.0,J,0.154,0,Science,EXISTING,65,73,2048,1,2010-09-19,2010-09-19,166.0,166.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,S,1,0.131313131,0.8904109590000001,8,S-M,1,10.0,0.0,0.0,9.0,2010-05-25,2010-05-25,2010-05-25,2010-05-25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
71,72,HD,0.0,0.0,IL,0,3,A,2011-03-05,2011-03-07,2010-10-09,FIXED_NA,1066,88,3,0.765,2010-04-20,2010-08-23,4,11,2010-01-28,A,Other,5.0,PUBLIC,1,6,8.0,586.0,Q,0.226,0,East Coast,EXISTING,115,126,1066,1,2010-09-01,2010-09-01,185.0,185.0,Undefined,Undefined,Undefined->Undefined,March,Middle,Middle,Middle->Middle,H,0,0.19624573399999998,0.912698413,11,M-L,1,9.0,10.0,7.0,8.0,2010-04-28,2010-04-28,2010-04-29,2010-05-02,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,73,HD,0.0,0.0,LA,0,4,A,2011-03-05,2011-03-08,2010-10-01,FIXED_NA,1400,17,5,0.7390000000000001,2010-02-25,2010-08-16,5,2,2010-02-23,FIXED_NA,Other,5.0,Catholic,1,PK,7.0,900.0,L,0.044000000000000004,0,East Coast,EXISTING,23,25,1400,1,2010-08-31,2010-08-31,186.0,186.0,Undefined,Undefined,Undefined->Undefined,March,PK,Middle,PK->Middle,H,0,0.025555556,0.92,2,L,1,10.0,10.0,6.0,10.0,2010-05-04,2010-05-28,2010-06-01,1900-01-01,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,74,HD,8.0,8.0,NE,0,4,A,2011-03-05,2011-03-09,2010-11-01,FIXED_NA,1319,16,3,0.485,2010-03-25,2010-03-25,9,5,2010-03-26,B,Other,10.0,PUBLIC,1,6,8.0,835.0,I,0.152,0,East Coast,NEW,33,38,1319,2,2010-05-19,2010-09-08,290.0,178.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.039520957999999995,0.8684210529999999,5,L,1,7.0,0.0,0.0,0.0,2010-05-21,2010-05-28,2010-05-31,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
74,75,HC,8.0,8.0,TX,0,5,A,2011-03-06,2011-03-10,2010-11-01,FIXED_NA,1924,20,11,0.741,2010-02-11,2010-08-23,14,3,2010-02-10,C,Dallas,10.0,PUBLIC,1,6,8.0,996.0,K,0.185,0,East Coast,EXISTING,27,30,1924,1,2010-09-14,2010-09-14,173.0,173.0,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.027108434,0.9,3,L,1,10.0,10.0,10.0,10.0,2010-04-06,2010-05-19,2010-05-31,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,76,HD,8.0,8.0,MA,0,5,B,2011-03-06,2011-03-10,2010-10-22,FIXED_NA,849,46,18,0.455,2010-04-12,2010-09-20,21,8,2010-04-08,B,Other,8.0,PUBLIC,1,9,12.0,497.0,N,0.168,0,East Coast,NEW,101,109,849,1,2010-10-07,2010-10-07,150.0,150.0,Middle,Middle,Middle->Middle,March,High,High,High->High,H,1,0.203219316,0.926605505,8,S-M,1,10.0,0.0,0.0,0.0,2010-10-06,2010-10-07,2010-10-11,2010-10-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
